nome,endereco,cidade,telefone,lat,lng
RESTAURANTE SALES BE,CONDESPAR CENTRO,MARIANOPOLIS DO TOCANTINS,063-99115-4928,-10.96825,-48.653748
HOTEL E CHU MARIANOP,CODESPAR 103,MARIANOPOLIS DO TOCANTINS,063-98415-2954,-10.97568,-48.659824
RAI S BAR E LANCHES,CODESPAR SN CENTRO,MARIANOPOLIS DO TOCANTINS,063-98428-7765,-10.975,-48.658333
CERVEJARIA GAUCHA,KAIAPO Q 49 LOTE 11,MARIANOPOLIS DO TOCANTINS,063-98455-6564,-10.97222,-48.655277
CON ROTA DO ARAGUAIA,15 DE NOVEMBRO QDA 25 LT 01,MARIANOPOLIS DO TOCANTINS,063-98415-2924,-10.97341,-48.652275
ARMAZEM E DIST CENTR,CONDESPAR QD 22 LOTE 6,MARIANOPOLIS DO TOCANTINS,063-98414-0287,-10.97165,-48.6558
COMERCIAL MARCOS  03,GERALDO ALVARENGA,MARIANOPOLIS DO TOCANTINS,063-98471-5753,-10.9389,-48.65431
AIRES BAR DOIS CORAC,OLINDA BEZERRA PINTO,MARIANOPOLIS DO TOCANTINS,063-98500-5457,-10.02638,-48.656794
COMERCIAL VITORIA.,CORSINO ROSA,MARIANOPOLIS DO TOCANTINS,063-98493-2704,-10.93889,-48.65222
JV DIST DE BEBIDAS,CODESPAR 127 A,MARIANOPOLIS DO TOCANTINS,063-98431-7646,-10.97222,-48.6575
TOM BAR,ALVES ROCHA SN,MARIANOPOLIS DO TOCANTINS,063-98450-3982,-10.9436,-48.6569
MERCEARIA DO DUDU,B SN RURAL,MARIANOPOLIS DO TOCANTINS,063-98483-0366,-10.97354,-48.652206
COMERCIAL JRV,D SN QDA 12,MARIANOPOLIS DO TOCANTINS,063-99210-3614,-10.977,-48.652504
PEAGA.COM,IPE QDA 09 LT 04,MARIANOPOLIS DO TOCANTINS,063-99232-4693,-10.96297,-48.672364
JANTINHA RG,CONDESPAR CASA,MARIANOPOLIS DO TOCANTINS,063-98466-0135,-10.96773,-48.654522
ESPETINHO ESCOBAR,ASSENTAMENTO MANCHETE,MARIANOPOLIS DO TOCANTINS,063-98420-6462,-10.97778,-48.652521
MARMITA DA HILDA,MARIANOPOLIS CAVALCANTE,MARIANOPOLIS DO TOCANTINS,063-98411-0490,-10.9769,-48.652468
PONTO DO CHAMBARI 01,AGUA BOA LT 18 QDA 26,MARIANOPOLIS DO TOCANTINS,063-98406-7802,-10.97566,-48.652548
CASA DE CARNE NELORE,CONDESPAR 143,MARIANOPOLIS DO TOCANTINS,063-99234-2041,-10.97109,-48.656192
CASA DE CARNE NELO01,AVENIDA CODESPAR,MARIANOPOLIS DO TOCANTINS,063-98439-8628,-10.971,-48.656181
IMPERIO SABOR,CODESPAR S N,MARIANOPOLIS DO TOCANTINS,063-98489-4642,-10.96736,-48.651568
PLP DISTRIBUIDORA,SANTO ANTONIO SN QD 47,MARIANOPOLIS DO TOCANTINS,063-98102-4657,-10.95379,-48.655099
BAR ASA BRANCA,ASSENTAMENTO ONALICIO BARROS RURAL,CASEARA,063-98470-8502,-10.27601,-48.907677
DIST PARADA OBRIGAT,ASSENTAMENTO ONALICIO BARROS SN,CASEARA,063-99118-6585,-10.27141,-48.907965
MERCEARIA SKALA,A PA ONALICIO BARROS SN,CASEARA,063-99123-7853,-10.63741,-48.900873
BAR DO CURUJINHA,23 DE OUTUBRO 330,PARAISO DO TOCANTINS,063-09106-9761,-10.191606,-48.884113
LEANDRO DIST,AQUILES MARCIEL BASTO,PARAISO DO TOCANTINS,063-98507-3751,-10.193611,-48.890835
REST DA VAL,23DE OUTUBRO QDA92 LT01,PARAISO DO TOCANTINS,063-99286-0840,-10.191803,-48.884456
TRIBUS BEER,61 450 ESQUINA COM A JOSE NEZIO RAMOS,PARAISO DO TOCANTINS,063-99127-9112,-10.194077,-48.88581
KACULA DISTRIBUIDORA,PERIMETRAL SUL QD 1 LT 06,PARAISO DO TOCANTINS,063-99211-5435,-10.198821,-48.889525
GALERIA DO ESPETO,23 DE OUTUBRO QUADRA 88 LOTE 28,PARAISO DO TOCANTINS,063-99224-8093,-10.194528,-48.890224
DIST PARA GAS,RUA 56,PARAISO DO TOCANTINS,063-99217-1995,-10.194028,-48.891758
BAR DA PEDRA      01,AC RUA 60 SN,PARAISO DO TOCANTINS,063-99223-8819,-10.193334,-48.885277
DIST ALTO PARAISO 01,AV 23 DE OUTUBRO LOTE QDA 88 LT 29,PARAISO DO TOCANTINS,063-99641-6710,-10.192532,-48.885809
BEST PRICE DIST E TA,23 DE OUTUBRO ESQ COM JOSE NEZIO RAMOS,PARAISO DO TOCANTINS,063-99292-1745,-10.192857,-48.886253
DISK GOLE DELIVERY,R MANOEL GOMES N 780 SAL 02 QD 32 LT 15,PARAISO DO TOCANTINS,063-99206-3497,-10.193695,-48.887825
DISK BREJA,JOSE LOPES,PARAISO DO TOCANTINS,063-99238-8332,-10.192178,-48.889731
BAR DIST DO COWBOY,56 QDA 36 LT 11,PARAISO DO TOCANTINS,063-98147-3247,-10.194207,-48.891875
PAPO DE ANJO LANCHES,23 DE OUTUBRO QDA 48 LT 02,PARAISO DO TOCANTINS,063-99293-4814,-10.194263,-48.889236
PA DISTRIBUIDORA,PARAISO QDA 10 LT 07,PARAISO DO TOCANTINS,063-99266-4995,-10.191174,-48.89104
BIG BAR           03,23 DE OUTUBRO QDA 49 LT 04,PARAISO DO TOCANTINS,063-99113-4829,-10.193716,-48.888123
BAR DO GAUCHO     03,AQUILES MACIEL BASTOS N 816,PARAISO DO TOCANTINS,063-99297-4739,-10.194065,-48.890576
FACUNDES BAR E PETIS,23 DE OUTUBRO PRACA DO ESTUDANTE SN,PARAISO DO TOCANTINS,063-99967-0733,-10.194424,-48.890005
TO NO TRABALHO BAR,23 DE OUTUUBRO ALTO PARAISO,PARAISO DO TOCANTINS,063-99280-6662,-10.191746,-48.884439
COMBOS DISTRIBUIDORA,AV 23 DE OUTUBRO 0 588 SL2 Q 11 L 31,PARAISO DO TOCANTINS,063-99257-2291,-10.192602,-48.885908
ESPETINHO SOUZA,AV 23 DE OUTUBRO QD 92 LT 01 CX 01,PARAISO DO TOCANTINS,063-99241-1832,-10.19203,-48.884967
VERDURAO ESTRONDO,PARAISO DO TOCANTINS VERDURAO,PARAISO DO TOCANTINS,094-99233-3384,-10.194304,-48.894458
NO 12 BAR E RESTAURA,PARAISO DO TOCANTINS POUSO ALEGRE,PARAISO DO TOCANTINS,063-99223-4953,-10.194083,-48.891782
ARENA 7 DIST DE BEBI,62 SN QDA 08 LT 01,PARAISO DO TOCANTINS,063-99298-2269,-10.191334,-48.885346
ARMAZ ATAC E DIST,23 DE OUTUBRO N 1033,PARAISO DO TOCANTINS,063-99975-6013,-10.194761,-48.889959
ADEGA PRIME,23 DE OUTUBRO N 24,PARAISO DO TOCANTINS,063-99229-3660,-10.191685,-48.884226
REST E DIST GOURMET,23 DE OUTUBRO N 676,PARAISO DO TOCANTINS,063-98409-2579,-10.193026,-48.886907
INFINITY DISTR,RUA SAO RAIMUNDO NONATO,PARAISO DO TOCANTINS,063-99122-1553,-10.18886,-48.88642
DONDOYA GASTRO BAR,BEIRA LAGO SN,PARAISO DO TOCANTINS,063-99213-1631,-10.185584,-48.887729
MANA SUPERMERCADO,23 DE OUTUBRO N 588,PARAISO DO TOCANTINS,063-98512-4909,-10.0,-48.0
DISTRIBUIDORA MACIEL,RUA MANOEL GOMES DA ROCHA,PARAISO DO TOCANTINS,063-99110-4068,-10.193453,-48.887575
BEM MAIOR,TRANSBRASILIANA LT 01 03,PARAISO DO TOCANTINS,063-99114-0799,-10.171768,-48.880093
SKINAO BAR        06,ALAMEA DOS BURITIS,PARAISO DO TOCANTINS,063-99236-3484,-10.198889,-48.89
DISTRIBUIDORA MAX,B 25 1 QDA 52 LT 25,PARAISO DO TOCANTINS,063-99121-6061,-10.208471,-48.880113
ESPETINHO MARTINS,AV UNIVERSITARIO SN LT 23 QD 11,PARAISO DO TOCANTINS,063-98428-7662,-10.211061,-48.880077
BAR DO EMIR,PERIMETRAL SUL QDA 75 P 5570,PARAISO DO TOCANTINS,063-99286-5403,-10.195493,-48.88494
BAR IRMAO RIBEIRO,LUZIMAR EVARISTO DE OLIVEIRA QDA 39,PARAISO DO TOCANTINS,063-99212-3442,-10.194982,-48.89156
ESPETINHO DO DORIVAL,NOVA ESPERANCA QDA 3 LT 18,PARAISO DO TOCANTINS,063-98428-4771,-10.196548,-48.893925
COMERCIAL GEOVANA,PARAISO N 1279,PARAISO DO TOCANTINS,063-98426-8883,-10.19682,-48.888133
POINT BEER        03,23 DE OUTUBRO SN QD42 LOTE 05 SALA 03,PARAISO DO TOCANTINS,063-99223-4953,-10.195835,-48.892118
COM CORREIRA,PARAISO JARDIM UNIVERSITARIO,PARAISO DO TOCANTINS,063-99246-5542,-10.208281,-48.882324
COMERCIAL GEOVANA 01,RUA JK,PARAISO DO TOCANTINS,063-98426-4021,-10.19688,-48.888098
BAR E DIST GORDINHO,LUZIMAR EVARISTO DE OLIVEIRA,PARAISO DO TOCANTINS,063-99260-8282,-10.194785,-48.8915
BAR E LANCH SONHOS,PARAISO JD UNIVERSITARIO,PARAISO DO TOCANTINS,063-99285-3723,-10.210305,-48.881104
66 ROUTE CONVENIENCI,23 DE OUTUBRO1190,PARAISO DO TOCANTINS,063-98414-2107,-10.195492,-48.89164
BAR DA AMIZADE    10,R LUZIMAR EVARISTO DE SOUZA OLIVEIRA,PARAISO DO TOCANTINS,063-99249-0823,-10.19635,-48.89082
DISTRIBUIDORA SILV04,UNIVERSITARIA,PARAISO DO TOCANTINS,063-99122-3272,-10.211126,-48.876182
DIST DO CEZINHA,23 DE OUTUBRO,PARAISO DO TOCANTINS,063-99292-3150,-10.195813,-48.891975
COMERCIAL SA,UNIVERSITARIO QDA 14 LT 24,PARAISO DO TOCANTINS,063-98490-9388,-10.209928,-48.881516
ROTA DA BEBIDAS,PARAISO QDA 57 LT 10 N 0,PARAISO DO TOCANTINS,063-99251-9781,-10.205562,-48.883877
COMERCIAL SOBERANO,AV PERIMETRAL SUL,PARAISO DO TOCANTINS,063-98436-3920,-10.19732,-48.886626
DISTR DO BOKA,A SN LOTE 28 QDA 19,PARAISO DO TOCANTINS,063-99281-7551,-10.21257,-48.877939
REST UNIVERSITARIO,PARAISO QD 34 LT 12,PARAISO DO TOCANTINS,063-99206-7901,-10.209538,-48.881643
ATACADAO DAS BEBID04,PARAISO N 1152,PARAISO DO TOCANTINS,063-99103-3987,-10.195427,-48.888993
CLUB MAIS CONV,BR 153 KM 480 SN,PARAISO DO TOCANTINS,063-98500-4292,-10.212664,-48.873534
ARAUJO CASA DE CARN,AVENIDA 23 DE OUTUBRO,PARAISO DO TOCANTINS,063-99241-9116,-10.195162,-48.890707
COMERCIAL AZEVEDO 03,PARAISO DO TOCANTINS COMERCIAL AZEVEDO,PARAISO DO TOCANTINS,063-99234-0014,-10.209913,-48.881499
ESPETO CASERATO,PARAISO QD 72 LT 02,PARAISO DO TOCANTINS,063-99213-3106,-10.197565,-48.887991
COMERCIAL SUL,10R DOS BURITIS,PALMAS,063-99206-7135,-10.199705,-48.889899
SUPERMERCADO ARAUJO,GONCALO FIRMINO QD 65,PARAISO DO TOCANTINS,063-99241-9116,-10.19846,-48.88898
PRIMOS DISTRIBUIDO01,23 DE OUTUBRO 0,PARAISO DO TOCANTINS,063-98448-1706,-10.195523,-48.891688
AMORIM COMERCIAL,POUSO ALGRE N 0,PARAISO DO TOCANTINS,063-98467-3193,-10.195663,-48.886261
BEER CERVEJARIA,DIOGENES DE BRITO,PALMAS,063-98445-8011,-10.443142,-48.176643
MINI BOX PIUM,RUA AGRARIO JOSE DOS SANTOS LT 11 QDA 11,PIUM,063-99261-4354,-10.441298,-48.177391
BAR DO CARRITEL,BR 153 KM 503,PUGMIL,063-03397-1241,-10.424728,-48.899303
HIPER MERCADO MARTIN,DR GENESIO O BARROS SN QDA 03 LT 04,PIUM,063-99972-5536,-10.443055,-48.174168
BAR ENC DAS BOLAS,12,PIUM,063-98494-3665,-10.439747,-48.179527
ECOPOSTO PIUM,DIOGENES DE BRITO COM ROD TO 354,PIUM,063-99263-0618,-10.442582,-48.167534
MAX BAR           01,TOCANTINS,PIUM,063-98448-7480,-10.440708,-48.181686
DISK CERVEJA      04,DIOGENES DE BRITO QD 01 LOTE 11,PIUM,063-98469-5349,-10.442223,-48.171665
BAR PALMARES,TANCREDO NEVES,PIUM,063-98416-9470,-10.44178,-48.170494
MERCADINHO CARNEIRO,NOVA,PIUM,063-98102-5800,-10.440335,-48.17889
DIST PE DE CAJU,23 DE JUNHO SN,PIUM,063-98428-1367,-10.444167,-48.174446
SKALA DISTRIB,"4 S/N,O",PIUM,063-98472-8814,-10.442298,-48.17696
ESPETINHO DA GLEICE,PRINCIPAL DONA AN FERREIRA DE CARVALHO,PIUM,063-98460-9253,-10.445736,-48.171658
LAS BIRITAS DIST DE,3 SN,PIUM,063-99203-5175,-10.441944,-48.181667
BAR DO VITAL,TRANQUEDO NEVES 117OL Q,PIUM,063-98116-5694,-10.439245,-48.179215
IMPERIAL BAR E REST,BRASILIA,PUGMIL,063-99956-4628,-10.424545,-48.89848
SHOP 1000,BR 153 KM 522 SALA 02,PUGMIL,063-99217-0192,-10.425223,-48.899097
REST DO EMIZAEL,BR 153 KM 522,PUGMIL,063-99959-0068,-10.426125,-48.899487
MERCADINHO ESTRELA,DONA ANA FERREIRA DE CARVALHO QDA 7 LT14,PIUM,063-98404-3848,-10.450987,-48.16576
DIST DA SONIA,14,PIUM,063-98484-4187,-10.448334,-48.168056
BAR PLANALTO      02,DONA ANA FERREIRA DE CARVALHO,PIUM,063-98474-0487,-10.446389,-48.171112
SUP BOA SORTE II,ANA FERREIRA DE CARVALHO QDA 13,PIUM,063-98462-1809,-10.444451,-48.17323
PIZZA FATIA DOS AMIG,2,PIUM,063-99211-1015,-10.442723,-48.18075
SETE MERCADO,12 LOTE 06 QDA 14,PIUM,063-98441-8557,-10.440563,-48.17962
BAR FIM DE TARDE  19,19 SN,PUGMIL,063-99244-8716,-10.424723,-48.90222
BAR ESQUINAO      05,CRISTAL,PIUM,063-08402-3375,-10.442155,-48.176987
MERCEARIA JARDIM,LENO CAVALCANTE,PIUM,063-98425-9461,-10.446111,-48.17139
MERCADINHO SAO JOS01,AV DIOGENES DE BRITO,PIUM,063-98427-2239,-10.442385,-48.17332
DISTRIBUIDORA REIS02,12,PIUM,063-98403-2883,-10.446111,-48.17139
LANCHONETE DA HORA,DIOGENES DE BRITO QD 32 LT 06,PIUM,063-98469-5349,-10.442337,-48.17166
BOTECO DO CLAUDAO,2,PIUM,063-98460-4856,-10.4427,-48.180935
LANCH ENCONTRO POR A,MATRIZ,PIUM,063-98472-8055,-10.440833,-48.177776
MATRIZ HAMBURGUERIA,ALAMEDA 06,PIUM,063-98512-5973,-10.442571,-48.181015
DK + UMA DISTRIBUIDO,ALMEDA 2 QDA 01 LT 07,PIUM,063-99246-0638,-10.443956,-48.178405
REIS COMERCIAL DE BE,LENO CAVALCANTE SOARES SN,PIUM,063-98403-2883,-10.446143,-48.171579
SABOR CASEIRO,TRANCREDO NEVES SN 1,PIUM,063-98476-6898,-10.442565,-48.181175
URZEDA AGROPESCA E B,AVENIDA GOIAS,PIUM,063-98123-5910,-10.442763,-48.174335
ADEGA JK,PIUM,PIUM,063-09982-0809,-10.442616,-48.180835
COMERCIAL FAMILIA 02,DOM PEDRO II SN,PIUM,063-99299-5575,-10.444137,-48.179393
JB BAR MERCEARIA,BERNARDO SAYAO SN SALA 02,PUGMIL,063-99928-0353,-10.426794,-48.001045
DIST DE BEBIDAS HIPE,BERNARDO SAIAO SN,NOVA ROSALANDIA,063-99957-6734,-10.428211,-48.999947
DIST DE BEBI SAO JOS,RUA CODESPAR,MONTE SANTO DO TOCANTINS,063-99111-6088,-10.71703,-48.039975
COMERCIAL PEREIRA 01,CODESPAR - CAMPINA VERDE,MONTE SANTO DO TOCANTINS,063-99233-7562,-10.6999,-48.045017
DIST E BAR DO GOIO,AVENIDA CONDESPAR,MONTE SANTO DO TOCANTINS,063-99221-1682,-10.005278,-48.99389
COMERCIAL SANTOS II,AVENIDA CONDESPAR LOTE 8 QUADRA 30,MONTE SANTO DO TOCANTINS,063-98404-7491,-10.004267,-48.995277
BAR DO ISAQUE,JOAO FRANCISCO DE ABREU SN N,ABREULANDIA,063-98415-2694,-10.23491,-48.152946
BAR DO CURICA,DOS CRISTAIS QUADRA 11A,MONTE SANTO DO TOCANTINS,063-98440-1433,-10.004797,-48.994274
MANGUBAS BAR      01,CODESPAR,MONTE SANTO DO TOCANTINS,063-98435-3577,-10.71315,-48.040833
COMERC CAMPINAS,CODESPAR QD 23 LOTE 1C,MONTE SANTO DO TOCANTINS,063-99134-6185,-10.71465,-48.042736
BAR OLIVEIRA      01,GENTIL NOLETO CELT 49,ABREULANDIA,063-98451-6855,-10.24989,-48.154236
ESKINA DRINKS,"CONDESPAR ,0",MONTE SANTO DO TOCANTINS,063-98475-2372,-10.71457,-48.040535
ACOUGUE JC,CODESPAR QUADRA 07 LOTE 01,MONTE SANTO DO TOCANTINS,063-98414-6684,-10.006019,-48.99361
DISTRIBUIDOR LORENCA,"JOAO FRANCISCO DE ABREU,N 0",ABREULANDIA,063-98484-6454,-10.23055,-48.150833
SUP. MARCOS       01,CODESPAR,MONTE SANTO DO TOCANTINS,063-99807-4032,-10.00598,-48.99347
JL MATERIAIS DE CONS,CONDESPAR QDA 03 LOTE 03,MONTE SANTO DO TOCANTINS,063-98408-4939,-10.71865,-48.039337
DIST DOS AMIGOS,NOSSA SENHORA APARECIDA 10,MONTE SANTO DO TOCANTINS,063-99217-5592,-10.71125,-48.04158
FORTE DISTRIBUIDOR01,CODESPAR 7 CX 2,MONTE SANTO DO TOCANTINS,063-98404-7497,-10.00544,-48.994003
MINI BOX LEOS,AVENIDA CANDIDA DE FREITAS,DIVINOPOLIS DO TOCANTINS,063-98487-8553,-10.05794,-48.21048
SENNAS BAR,JOAO GALBERTO,DIVINOPOLIS DO TOCANTINS,063-98403-6919,-10.98152,-48.204147
COMERCIAL SOL NASCEN,RUA L14,DIVINOPOLIS DO TOCANTINS,063-98465-5034,-10.98056,-48.203056
BAR ENCONT DOS AMIG,RUA SN QDA 48 LT 17,DIVINOPOLIS DO TOCANTINS,063-98465-5034,-10.94444,-48.20361
MERC E ACOUG BALEEIR,JOAO FRANC DEABREU QD6 LT4A,ABREULANDIA,063-98475-8395,-10.23181,-48.152412
DIST E SORVET SENNAS,AV JOAO GUALBERTO,DIVINOPOLIS DO TOCANTINS,063-99125-3544,-10.9809,-48.20409
DIST ENCONTRO DOS AM,BOA PAZ LOTE 17 QUADRA 34,DIVINOPOLIS DO TOCANTINS,063-98443-3409,-10.946,-48.203773
BAR DO DOLAR,L 14 ST SOL NASCENTE 1103,DIVINOPOLIS DO TOCANTINS,063-98414-5535,-10.94798,-48.203645
HOTEL BURITI,CODESPAR 10A,DIVINOPOLIS DO TOCANTINS,063-98452-2087,-10.06598,-48.210209
COMERCIAL SANTOS  02,POUSO ALTO,ABREULANDIA,063-98421-7998,-10.24171,-48.158703
MERC E DIST DE BE JR,JOAO FRANCIS DE ABREU QD17 LT06,ABREULANDIA,063-98474-4753,-10.23511,-48.15359
RESTAURANTE DA JACQU,AVENIDA JOAO FRANCISCO DE ABREU SN,ABREULANDIA,063-98473-4061,-10.23889,-48.154167
DORMITORIO ST ROSA,MARIANO PEREIRA,ABREULANDIA,063-98417-7710,-10.23657,-48.152848
COMERCIAL VIEIRA  03,JOAO FRAN DE ABREU QDA 17 LOTE 8,ABREULANDIA,063-98501-1538,-10.2387,-48.15453
JR SUPERMERCADO,JOAO FRANC DEABREU QDA47 LT17,ABREULANDIA,063-98467-7587,-10.23815,-48.153899
SUPERMERCADO LIA,JOAO FRANCISCO DE ABREU,ABREULANDIA,063-98484-6529,-10.24441,-48.153735
PLAYBOY LANCHES,GENTIL NOLETO,ABREULANDIA,063-98434-6895,-10.24873,-48.15453
BAR E LANCH JR,19 A POUSO ALTO,ABREULANDIA,063-98430-2708,-10.193,-48.15479
IMPERIO DAS BEBIDA05,JOAO FRANCISCO DE ABREU CS 02,ABREULANDIA,063-98484-6432,-10.23846,-48.154683
COMERCIA SAO GABRIEL,MARIANO PEREIRA SN,ABREULANDIA,063-98422-0597,-10.25149,-48.154389
BAR DA NEGUINHA   01,TOCANTINS,DIVINOPOLIS DO TOCANTINS,063-98443-8715,-10.09628,-48.225666
COMER COMPRE BEM  01,DIVINO LUIZ COSTA,DIVINOPOLIS DO TOCANTINS,063-99276-7660,-10.01568,-48.217102
CASA SOUSA,AV CONDESAR QD 45 LT 17 A N 712,DIVINOPOLIS DO TOCANTINS,063-99211-5753,-10.02222,-48.213333
22 DE MARCO,BERNARDO SAYAO 717,DIVINOPOLIS DO TOCANTINS,063-98432-4777,-10.02495,-48.213425
BAR OLIVIERA,DIVINO LUIZ COSTA,DIVINOPOLIS DO TOCANTINS,063-99287-1153,-10.01666,-48.2125
BAR DO OSWALDO,BOA PAZ,DIVINOPOLIS DO TOCANTINS,063-98502-4041,-10.98611,-48.217224
DELICIA DE PIZZA,TIRADENTES SN DIVINOPOLIS,DIVINOPOLIS DO TOCANTINS,063-98412-0740,-10.02722,-48.21516
BIG MAIS,CONDESPAR SN CENTRO DIVINOPOLIS,DIVINOPOLIS DO TOCANTINS,063-98403-8199,-10.02441,-48.2141
BAR DO ADAIR,CODESPAR,DIVINOPOLIS DO TOCANTINS,063-99235-9395,-10.0246,-48.213898
REST DO JOAOZINHO,CONDESPAR CENTRO SL 02,DIVINOPOLIS DO TOCANTINS,063-98407-4027,-10.04722,-48.218334
MERC PALMA DE OURO,BOA PAZ1,DIVINOPOLIS DO TOCANTINS,063-98468-1685,-10.98611,-48.21472
CENTRAL DISTRIBUIDOR,CONDESPAR,DIVINOPOLIS DO TOCANTINS,063-98468-1608,-10.03333,-48.21639
BOBS BAR,13 DE MAIO PRACA LEANDRO ADORNO,DIVINOPOLIS DO TOCANTINS,063-98417-9996,-10.03056,-48.21583
CIA LANCHES,TRANCREDO NEVES SN RODOVIARIA,DIVINOPOLIS DO TOCANTINS,063-98409-7477,-10.03443,-48.214447
JANTINHA LOPES,AV CODESPAR LT 13 QDA 45 SL 01 E 02,DIVINOPOLIS DO TOCANTINS,063-98466-4468,-10.01886,-48.213954
COMERCIAL VITORIA 03,7 DE SETEMBRO,DIVINOPOLIS DO TOCANTINS,063-98441-7510,-10.99767,-48.214237
SUP ECONOMICO     02,CONDESPAR,DIVINOPOLIS DO TOCANTINS,063-99210-3760,-10.02868,-48.21271
SUP MODELO        01,CONDESPAR,DIVINOPOLIS DO TOCANTINS,063-98455-2023,-10.04281,-48.2176
BAR DO ADEUVALDO,TIRADENTES1,DIVINOPOLIS DO TOCANTINS,063-98499-6791,-10.03333,-48.215
LANC E CHURRASQUI 4M,AVENIDA CODESPAR NUMERO 933,DIVINOPOLIS DO TOCANTINS,063-98443-7823,-10.02778,-48.21583
MINI MERCADO DIAS,AV CODESPAR,DIVINOPOLIS DO TOCANTINS,063-98438-3216,-10.025,-48.2125
POLO NORTE DISTRIBUI,CODESPAR QDA 31 LT S NUMERO,DIVINOPOLIS DO TOCANTINS,063-03531-1356,-10.025,-48.213055
BAR DO DIVAN,CODESPAR SAIDA PARA,DIVINOPOLIS DO TOCANTINS,063-98508-0563,-10.08369,-48.224243
MERC CARVALHO     02,MACILON MARTINS,DIVINOPOLIS DO TOCANTINS,063-98490-4539,-10.06666,-48.217777
COMERCIAL TELES,CODESPAR,DIVINOPOLIS DO TOCANTINS,063-98409-6594,-10.02439,-48.212814
CERVEJARIA PIRRACA,CODESPAR DIVINOPOLIS,DIVINOPOLIS DO TOCANTINS,063-99281-4907,-10.03548,-48.21645
ROUTE 080,DIVINO LUIS COSTA QDA40 LT7,DIVINOPOLIS DO TOCANTINS,063-98488-1722,-10.03333,-48.21583
FRANCYS,AV COD 0 QD 32 LT 02 RUA BAR DO JUARES,DIVINOPOLIS DO TOCANTINS,063-98449-7194,-10.08734,-48.224123
BOB S LANCHES,10A RUA 12 SN,DIVINOPOLIS DO TOCANTINS,063-98417-9996,-10.0298,-48.21585
SMILEY LANCHES,CODESPAR ESQ COM RUA 13 DE MAIO,DIVINOPOLIS DO TOCANTINS,063-98570-6684,-10.0333,-48.21613
DIST DE BEB ESPETINH,CODESPAR,DIVINOPOLIS DO TOCANTINS,063-98492-0725,-10.04167,-48.2175
DIST E LANC DESTAK,PARANA N 0,DIVINOPOLIS DO TOCANTINS,062-99514-1285,-10.04636,-48.218575
CABANAS EVENTOS,AQUILES MACIEL LT 02 QDA 39,DIVINOPOLIS DO TOCANTINS,063-98500-2114,-10.02786,-48.219331
CASA DE CARNE BOI 01,CONDESPAR SN CENTRO 02,DIVINOPOLIS DO TOCANTINS,063-98429-7102,-10.04282,-48.217637
MERCADO DA TAMARA,JOAO GALBERTO 1030,DIVINOPOLIS DO TOCANTINS,063-98492-2319,-10.99599,-48.216488
MERCADO MELO,CAMPOD ELISIOS ESQ COM A 13 DE MAIO,DIVINOPOLIS DO TOCANTINS,063-99282-6147,-10.97733,-48.216515
MIX VAREJAO,DIVINO LUIZ COSTA,DIVINOPOLIS DO TOCANTINS,063-99274-4334,-10.03013,-48.212127
COMERCIAL SURUBIM,TANCREDO NEVES,DIVINOPOLIS DO TOCANTINS,063-98433-4671,-10.035,-48.213644
MOMONAS DRINKS,CODESPAR 11 A N 834,DIVINOPOLIS DO TOCANTINS,063-98517-3122,-10.02438,-48.214727
BRUTOS BURGUER BAR,CODESPAR SN QDA 44 LT 01,DIVINOPOLIS DO TOCANTINS,063-99228-5540,-10.0252,-48.214766
ARENA DISTRIBUIDORA,MARCILON MARTINS 15,DIVINOPOLIS DO TOCANTINS,063-98500-5176,-10.09623,-48.217712
COMERCIAL ESTRELA,JUNDIAI,PARAISO DO TOCANTINS,063-99112-9627,-10.164218,-48.898907
COMERCIAL CARVALHO.,ARAQUARA N 1175,PARAISO DO TOCANTINS,063-99214-3655,-10.173889,-48.89639
PANIF ART MASSAS,AV BERNADO SAYAO N 1534,PARAISO DO TOCANTINS,063-98434-8832,-10.169379,-48.887117
JAU SUPERMERCADO,BERNADOSAYAO N,PARAISO DO TOCANTINS,063-98448-8838,-10.162929,-48.89027
COMERCIAL SOUZA   03,RIBEIRAO PRETO 1698,PARAISO DO TOCANTINS,063-99225-4597,-10.167887,-48.8918
BUTECO DO LEO,SAO PAULO QDA 77 LOTE PIT DOG,PARAISO DO TOCANTINS,063-99231-7928,-10.164906,-48.895088
BAR RODRIGUES     01,SALGADO FILHO QUADRA 86 LOTE 06,PARAISO DO TOCANTINS,063-99262-4308,-10.162609,-48.892776
PAULISTA BAR      01,10 0,DIVINOPOLIS DO TOCANTINS,063-99203-8395,-10.0,-48.0
BEBA MAIS DISTRIBUID,CARCARA QUADRA 114 LOTE 01 A,PARAISO DO TOCANTINS,063-99267-5818,-10.17194,-48.900448
CREPE LANCHES,S PAULO ESQ COM A TAUB APM SN,PARAISO DO TOCANTINS,063-99203-8395,-10.168894,-48.898956
BAR CORDEIRO,QUINTINO BOCAIUVA QUADRA 47 LOTE 07,PARAISO DO TOCANTINS,063-99133-2017,-10.165231,-48.902332
CASA DE CARNE BRAS01,PIRACICABA,PARAISO DO TOCANTINS,063-98416-4150,-10.161944,-48.893055
ZARUR DISTRIBUIDORA,TOCANTINS NO,PARAISO DO TOCANTINS,063-98422-0583,-10.179371,-48.895228
AGRO CARNES,SAO PAULO,PARAISO DO TOCANTINS,063-98447-1013,-10.168056,-48.8925
